track,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,0.09,0.874,214160,0.727,0.00000583,8,0.0759,-7.689,1,0.0777,98.97,0.427
Play That Song,Train,0.0231,0.392,243253,0.825,0.00000225,0,0.0972,-2.068,0,0.0535,98.959,0.482
I'm Awesome,Spose,0.54,0.478,179774,0.933,0,0,0.923,-5.814,1,0.353,98.949,0.442
Body Like A Back Road,Sam Hunt,0.447,0.732,165387,0.458,0,5,0.136,-7.225,1,0.0311,98.938,0.661
Moral Question,Axis,0.00134,0.369,118080,0.929,0.0335,1,0.21,-7.255,1,0.0428,98.765,0.54
Crosswords - Pete Rock remix,Panda Bear,0.00606,0.631,211152,0.823,0.0000948,7,0.186,-4.465,1,0.055,98.738,0.317
"Cello Suite No. 3 in C Major, BWV 1009: IV. Sarabande",Johann Sebastian Bach,0.897,0.274,190880,0.0181,0.833,0,0.11,-28.237,1,0.0499,98.662,0.256
Black Brick,Deafheaven,0.0000172,0.194,447298,0.946,0.858,2,0.355,-5.04,0,0.0742,98.626,0.0534
Ocean,John Butler Trio,0.514,0.22,726947,0.521,0.909,4,0.606,-6.677,1,0.0299,98.61,0.105
No Comin' Back,The Palace Guards,0.116,0.469,141507,0.528,0.00337,5,0.116,-7.995,0,0.0322,98.582,0.749
"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano",Johann Sebastian Bach,0.992,0.148,145442,0.0997,0.925,7,0.106,-18.35,0,0.0426,98.441,0.0563
Dear Hip Hop,Bizzle,0.0178,0.458,319267,0.806,0,11,0.0872,-6.006,0,0.405,98.422,0.365
"Island In the Sun (From ""Island In the Sun"")",Harry Belafonte,0.904,0.432,205293,0.33,0.00000705,2,0.231,-14.093,1,0.0369,98.419,0.53
One,The Ungrateful,0.000267,0.358,419253,0.812,0.208,6,0.0973,-4.241,1,0.0332,98.291,0.549
One,The Ungrateful,0.000287,0.358,419253,0.818,0.18,6,0.094,-4.204,1,0.0329,98.168,0.534
One (Made Famous by Metallica),The Ungrateful,0.000287,0.358,419253,0.818,0.18,6,0.094,-4.204,1,0.0329,98.168,0.534
Show Me,Kid Ink Featuring Chris Brown,0.0354,0.711,217800,0.508,0,7,0.141,-7.299,1,0.0494,98.098,0.665
Breathin,Ariana Grande,0.0454,0.322,208294,0.874,0.00000227,8,0.945,-2.893,1,0.2,98.089,0.171
Leg Over,Mr Eazi,0.58,0.601,197973,0.681,0,9,0.0934,-5.171,1,0.324,98.078,0.546
Tomorrow,Shakey Graves,0.73,0.564,240587,0.354,0.00000343,7,0.208,-10.85,1,0.0334,98.075,0.423
Reggae (Live Bootleg),No Bros,0.531,0.347,224933,0.94,0.211,9,0.645,-8.666,1,0.0379,98.074,0.539
Blem,Drake,0.0533,0.726,216558,0.535,0.0000138,7,0.0984,-7.804,0,0.0476,98.067,0.375
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,0.075,0.696,216409,0.817,0,1,0.187,-3.862,1,0.109,98.064,0.782
Don't Tell 'Em,Jeremih Featuring YG,0.392,0.856,266840,0.527,0,2,0.11,-5.225,1,0.0997,98.052,0.386
Time,NF,0.138,0.677,240429,0.688,0,0,0.114,-4.058,0,0.0633,98.049,0.198
Irieteration,Andreilien,0.000136,0.696,239031,0.879,0.0386,2,0.419,-5.949,1,0.128,98.048,0.387
Punk Rock Is a Full Time Job,Not Half Bad,0.194,0.636,172240,0.774,0.00000159,2,0.363,-6.352,1,0.029,98.046,0.912
We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,0.36,0.689,141413,0.578,0,9,0.11,-8.737,1,0.0368,98.043,0.391
ZEZE,Kodak Black Featuring Travis Scott & Offset,0.0521,0.861,228760,0.603,0,8,0.0924,-5.788,0,0.176,98.043,0.504
Doabey Wala,Garry Sandhu,0.016,0.804,217519,0.795,0,11,0.2,-2.951,0,0.11,98.041,0.336
143,Bobby Brackins Featuring Ray J,0.0113,0.833,206813,0.751,0,11,0.0235,-7.117,1,0.0854,98.041,0.716
Burn The Ships (R3HAB Remix),for KING & COUNTRY,0.0244,0.637,146020,0.759,0,5,0.0991,-4.804,1,0.0809,98.035,0.304
Duplicate,Benny Sings,0.708,0.91,208027,0.359,0.014,10,0.0977,-11.131,1,0.0963,98.033,0.798
X,Chris Brown,0.119,0.642,249255,0.595,0,10,0.199,-5.909,1,0.104,98.033,0.535
Nakhreya Mari,DJ Sanj,0.00951,0.64,179440,0.944,0.000159,6,0.858,-3.803,1,0.226,98.032,0.814
Minimal Steps,Floating Lights,0.933,0.507,330710,0.089,0.887,0,0.0829,-22.759,1,0.0296,98.031,0.0509
Roots Rock Jabali,TootArd,0.15,0.731,245733,0.61,0.124,5,0.135,-9.394,0,0.034,98.031,0.862
Ayo,Chris Brown & Tyga,0.0399,0.823,225227,0.563,0,6,0.0851,-5.095,1,0.0443,98.031,0.682
Knightridah,Imran Khan,0.0594,0.828,190446,0.614,0,0,0.142,-4.412,0,0.051,98.029,0.639
Dance Monkey,Tones And I,0.692,0.824,209438,0.588,0.000104,6,0.149,-6.4,0,0.0924,98.027,0.513
La Modelo,Ozuna x Cardi B,0.241,0.574,255507,0.734,0.00806,1,0.0962,-2.697,1,0.0728,98.023,0.769
Trailerhood,Toby Keith,0.246,0.663,173693,0.83,0.00000141,7,0.285,-4.584,1,0.039,98.022,0.866
Lush Life,Zara Larsson,0.133,0.694,201122,0.712,0,7,0.211,-3.923,0,0.046,98.022,0.799
Steel Rail Blues,The Seldom Scene,0.815,0.781,156507,0.48,0.00928,11,0.0808,-10.992,1,0.0364,98.02,0.884
Same Old Love,Selena Gomez,0.0223,0.672,229080,0.593,0,11,0.214,-4.01,0,0.0304,98.02,0.438
Liar,Camila Cabello,0.0169,0.74,207039,0.498,0.00282,11,0.319,-6.684,0,0.0456,98.016,0.652
Adagio,Novembers Doom,0.000239,0.412,335113,0.743,0.132,5,0.38,-13.842,0,0.0416,98.016,0.191
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,0.114,0.858,290836,0.697,0,2,0.224,-5.361,1,0.23,98.012,0.364
Closer,Seaway,0.00723,0.591,252960,0.515,0.0000405,8,0.089,-8.809,1,0.0241,98.012,0.699
First Day Out,Tee Grizzley,0.171,0.587,254694,0.711,0,1,0.125,-6.33,1,0.42,98.008,0.381
Love Ain't,Eli Young Band,0.00566,0.6,186119,0.851,0.00000978,11,0.0891,-4.645,1,0.0388,98.007,0.727
Lean On,Major Lazer & DJ Snake Featuring MO,0.00346,0.723,176561,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,0.274
I Hit It First,Hella,0.0502,0.599,204704,0.756,0.0534,7,0.18,-8.592,0,0.0407,98.006,0.145
Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,0.0246,0.555,201680,0.863,0,7,0.0563,-3.867,1,0.0379,98.006,0.699
Dance Yrself Clean,LCD Soundsystem,0.00557,0.739,536471,0.611,0.725,11,0.04,-9.829,1,0.0622,98.004,0.794
Amen & Attack - Live,Powerwolf,0.000541,0.398,291387,0.937,0.0000062,6,0.386,-4.507,1,0.155,98.004,0.207
Janxta Funk!,Pimps of Joytime,0.0107,0.771,256960,0.807,0.0135,7,0.568,-6.258,1,0.058,98.003,0.707
Bring It Back,Travis Porter,0.116,0.944,217907,0.76,0,11,0.113,-4.355,0,0.0851,98.001,0.545
Pop Kardi,Pavvan,0.0198,0.653,186389,0.81,0.0000473,2,0.158,-6.087,0,0.0367,98.001,0.188
Closer,Seaway,0.077,0.613,252604,0.585,0.00015,8,0.115,-6.693,1,0.0251,97.999,0.644
Don't Drop That Thun Thun!,The FiNATTiCZ,0.0613,0.931,202199,0.415,0,7,0.059,-8.491,1,0.293,97.995,0.619
Taste,Tyga Featuring Offset,0.0236,0.884,232959,0.559,0,0,0.101,-7.442,1,0.12,97.994,0.342
Dragon de métal,Izïa,0.332,0.681,256240,0.496,0.00412,4,0.11,-8.223,0,0.0453,97.993,0.0661
4Play (feat. Ty Dolla $ign),Jeezy,0.0118,0.726,222053,0.682,0,7,0.557,-4.067,1,0.0346,97.99,0.379
Miss September,Greensky Bluegrass,0.55,0.612,240719,0.649,0.000862,2,0.0858,-7.101,1,0.0312,97.989,0.613
Amor para Sonhar,Barrio Jazz Gang,0.466,0.722,255739,0.868,0.0109,4,0.145,-7.886,0,0.0472,97.986,0.943
South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,0.148,0.857,204467,0.621,0,9,0.0865,-6.376,0,0.0824,97.986,0.668
Unforgettable,French Montana Featuring Swae Lee,0.0293,0.726,233902,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,0.733
The Git Up,Blanco Brown,0.0669,0.847,200594,0.678,0,9,0.274,-8.635,1,0.109,97.984,0.811
Cummins Falls,75 Dollar Bill,0.0352,0.473,277853,0.666,0.789,2,0.573,-6.928,1,0.0331,97.982,0.448
The London,"Young Thug, J. Cole & Travis Scott",0.0247,0.796,200107,0.586,0,4,0.132,-6.946,0,0.147,97.981,0.179
Teri Khair Mangdi,Bilal Saeed,0.602,0.718,225274,0.58,0,2,0.196,-5.149,0,0.028,97.979,0.31
Escape From Midwich Valley,Carpenter Brut,0.00229,0.308,403679,0.675,0.0405,0,0.293,-5.459,0,0.0371,97.978,0.0852
Truck Yeah,Tim McGraw,0.114,0.608,208400,0.931,0,7,0.067,-3.278,1,0.0336,97.973,0.768
I Got You,Bebe Rexha,0.0498,0.606,191787,0.887,0.00000347,9,0.0958,-4.782,0,0.052,97.972,0.349
I Hit It First,Ray J Featuring Bobby Brackins,0.0194,0.647,205714,0.702,0,0,0.16,-8.168,1,0.0677,97.972,0.508
Tie Me Down,New Boyz Featuring Ray J,0.0104,0.42,178808,0.787,0,8,0.198,-4.467,1,0.294,97.967,0.38
I Don't F**k With You,Big Sean Featuring E-40,0.0385,0.815,284413,0.724,0,1,0.334,-5.658,1,0.0712,97.957,0.366
La La Land,Bryce Vine Featuring YG,0.221,0.774,177253,0.473,0,1,0.222,-5.122,0,0.0569,97.953,0.416
Better,Khalid,0.0765,0.596,229320,0.552,0.334,0,0.104,-10.278,0,0.097,97.949,0.112
Moment 4 Life,Nicki Minaj Featuring Drake,0.406,0.68,279307,0.882,0,11,0.241,-3.883,1,0.236,97.943,0.386
Want U Back,Cher Lloyd,0.0562,0.694,214573,0.891,0,9,0.561,-2.94,1,0.0949,97.939,0.563
Sorry Not Sorry,Bryson Tiller,0.0477,0.664,200760,0.608,0,1,0.225,-6.093,1,0.214,97.933,0.262
It's All Gone,The Black,0.000023,0.363,259800,0.907,0.0000365,2,0.303,-6.123,1,0.0533,97.922,0.343
For You,Kizz Daniel,0.448,0.788,237552,0.458,0,5,0.126,-7.294,0,0.185,97.886,0.803
Where Does the Good Go,Sleeping At Last,0.918,0.371,214251,0.268,0,11,0.0927,-11.421,1,0.0482,97.875,0.372
Beware of the Groove (feat. Mario Sweet),Tall Black Guy,0.0742,0.769,258013,0.522,0.000294,6,0.315,-8.351,0,0.533,97.867,0.432
No Man's Land,Rupert Gregson-Williams,0.157,0.181,532947,0.481,0.894,4,0.212,-14.325,0,0.0449,97.677,0.0379
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,0.0287,0.613,204664,0.681,0,8,0.126,-3.089,1,0.0778,97.621,0.619
Tellin' My Blues Goodbye,Howard Goodman,0.54,0.504,115773,0.562,0.00000572,8,0.97,-14.807,1,0.0489,97.61,0.578
Primal Caveman Death Metal,Goat the Head,0.0000183,0.411,200987,0.986,0.9,3,0.118,-3.57,0,0.0926,97.597,0.177
Corrido De Juanito,Calibre 50,0.455,0.774,261973,0.603,0,3,0.0901,-4.424,1,0.0409,97.58,0.759
Skylark,Chet Baker,0.974,0.456,329600,0.11,0.91,3,0.12,-17.768,1,0.0318,97.56,0.139
Helluva Night,Ludacris,0.0299,0.736,200387,0.522,0,2,0.108,-8.02,1,0.116,97.547,0.369
Water,Brad Paisley,0.00493,0.562,261920,0.825,0.000629,5,0.57,-5.794,1,0.0269,97.54,0.694
Why,Andrew Bird,0.0533,0.713,211200,0.419,0.0271,0,0.172,-9.866,0,0.0333,97.525,0.446
Why,Andrew Bird,0.0533,0.713,211200,0.419,0.0271,0,0.172,-9.866,0,0.0333,97.525,0.446
Why,Andrew Bird,0.0533,0.713,211200,0.419,0.0271,0,0.172,-9.866,0,0.0333,97.525,0.446
Hip-Hop - Remix,Joell Ortiz,0.346,0.536,192157,0.857,0,6,0.312,-5.951,0,0.369,97.524,0.836
I'm Different,2 Chainz,0.0473,0.936,207040,0.702,0,10,0.0838,-5.305,1,0.0615,97.524,0.704
Good Kisser,Usher,0.379,0.64,249626,0.782,0,5,0.109,-4.177,0,0.189,97.516,0.825
United by Hatred,Destruction,0.0000441,0.291,276520,0.989,0.449,6,0.254,-3.299,0,0.129,97.512,0.354
Metal Gods - Live,Hard Excess,0.0000366,0.303,240024,0.741,0.108,1,0.744,-9.369,1,0.0491,97.504,0.362
Kagerou,BABYMETAL,0.000031,0.425,210679,0.941,0.0168,8,0.409,-2.326,1,0.077,97.498,0.282
Bloodline,Northlane,0.000083,0.514,205667,0.964,0.196,6,0.137,-6.78,1,0.0992,97.492,0.404
Gas Pedal,Sage The Gemini Featuring IamSu!,0.0273,0.843,208160,0.538,0,1,0.124,-8.028,1,0.0833,97.49,0.428
Paranoid,Ty Dolla $ign Featuring B.o.B,0.00888,0.858,216520,0.398,0,1,0.112,-11.306,1,0.0598,97.476,0.258
Do What U Want,Lady Gaga Featuring R. Kelly,0.345,0.778,216573,0.801,0.00000118,9,0.0881,-4.65,1,0.086,97.47,0.534
HeadBand,B.o.B Featuring 2 Chainz,0.132,0.919,220240,0.506,0,1,0.0771,-7.14,1,0.304,97.465,0.273
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,0.0697,0.733,226581,0.676,0,10,0.208,-5.655,0,0.0432,97.448,0.701
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,0.126,0.597,206920,0.785,0,2,0.15,-3.962,1,0.044,97.447,0.724
WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,0.0834,0.772,128769,0.812,0,0,0.115,-3.995,0,0.153,97.407,0.655
Courtyard Apocalypse,Alexandre Desplat,0.487,0.137,120387,0.313,0.918,1,0.111,-17.088,1,0.0386,97.365,0.131
Horrible Infanticide,Living Death,0.000999,0.385,223133,0.873,0.874,11,0.324,-12.39,1,0.0514,97.346,0.212
Everlasting,Thergothon,0.00058,0.157,367507,0.177,0.939,4,0.156,-20.399,1,0.0333,97.305,0.144
Defeated Clown,Hildur Guðnadóttir,0.727,0.202,159267,0.238,0.938,7,0.126,-16.526,1,0.0338,97.274,0.0383
Eternal Destruction,Blasfemia,0.00000274,0.184,279592,0.938,0.955,8,0.176,-7.097,1,0.0599,97.269,0.319
Merkaba,Hexer,0.0263,0.208,761983,0.362,0.759,1,0.173,-13.379,0,0.0334,97.247,0.0368
Last Birthday,Living Death,0.00438,0.499,233120,0.947,0,4,0.314,-8.911,0,0.082,97.216,0.23
"French Ouverture, BWV 831",Johann Sebastian Bach,0.971,0.569,181960,0.18,0.442,2,0.0635,-20.248,1,0.0465,97.206,0.941
Punk Rock Confidential,The Queers,0.00271,0.297,114672,0.894,0.00000285,7,0.138,-3.712,1,0.0345,97.159,0.909
Eyes On You,Chase Rice,0.323,0.606,182493,0.652,0,9,0.201,-6.982,1,0.0281,97.155,0.476
Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,0.219,0.7,235187,0.554,0.00000136,1,0.419,-5.909,1,0.187,97.127,0.0633
Johnny Doesn't Want to Go To Heaven,The Killjoys,0.000139,0.266,162627,0.848,0.0000529,9,0.0803,-5.965,1,0.0855,97.113,0.715
Bucket Head,Wasted Youth,0.00000404,0.256,241733,0.825,0.89,1,0.168,-12.475,1,0.053,97.112,0.631
Party On Fifth Ave.,Mac Miller,0.0635,0.594,173516,0.823,0,9,0.095,-5.21,1,0.332,97.101,0.663
Privacy,Chris Brown,0.153,0.741,220964,0.58,0,0,0.109,-7.741,1,0.378,97.092,0.428
First Construction (in Metal),John Cage,0.591,0.328,701813,0.394,0.622,5,0.301,-16.123,0,0.0439,97.088,0.0384
Scars To Your Beautiful,Alessia Cara,0.0285,0.573,230227,0.739,0,0,0.111,-5.74,1,0.129,97.085,0.451
Act Up,City Girls,0.0167,0.938,158332,0.638,0,8,0.111,-4.713,1,0.189,97.075,0.313
Like You - Tere Jaisi,Garry Sandhu,0.514,0.862,190515,0.766,0.0000156,10,0.0881,-2.531,0,0.159,97.071,0.633
No Long Talk,Drake Featuring Giggs,0.0671,0.913,149569,0.608,0,10,0.533,-6.839,0,0.234,97.063,0.578
MIA,Bad Bunny Featuring Drake,0.0141,0.817,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,0.158
Bonnadisco,Eddie Meduza,0.537,0.77,182827,0.654,0,7,0.597,-8.767,1,0.179,97.053,0.828
Speech Therapy,Glitchy & Scratchy,0.0108,0.686,278000,0.554,0.863,1,0.301,-9.099,1,0.074,97.052,0.533
Western Pop Rap,Kumar Sanu,0.39,0.674,518362,0.685,0.0000306,6,0.0503,-8.631,0,0.0644,97.049,0.555
Never Say Never,Justin Bieber Featuring Jaden Smith,0.0181,0.739,227853,0.807,0,0,0.295,-5.063,1,0.0647,97.048,0.633
Teenage Fever,Drake,0.111,0.766,219692,0.283,0.0172,8,0.115,-10.33,0,0.0846,97.04,0.144
Say Something,Justin Timberlake Featuring Chris Stapleton,0.103,0.707,278893,0.632,0.0000109,10,0.0841,-7.031,1,0.0789,97.04,0.372
Up Down (Do This All Day),T-Pain Featuring B.o.B,0.272,0.763,231893,0.53,0,5,0.16,-5.554,0,0.0577,97.033,0.469
Heartbreak Warfare,John Mayer,0.191,0.624,269720,0.554,0.00131,2,0.299,-8.113,1,0.0225,97.031,0.311
Dessert,Dawin,0.0796,0.866,210893,0.731,0,6,0.0402,-5.226,1,0.0407,97.03,0.765
Battery,Pagandom,0.0000893,0.599,273427,0.825,0.0803,6,0.043,-9.688,0,0.0345,97.03,0.56
Homesick,Kane Brown,0.46,0.701,205400,0.5,0,8,0.234,-8.82,1,0.0303,97.028,0.409
IDGAF,Dua Lipa,0.0403,0.836,217947,0.544,0,7,0.0824,-5.975,1,0.0943,97.028,0.51
Girls Need Love,Summer Walker X Drake,0.443,0.656,222374,0.432,0,6,0.132,-9.481,0,0.217,97.022,0.0897
Depression-Pasillo,Andrew Bird,0.889,0.454,212707,0.611,0.64,2,0.153,-9.921,0,0.0651,97.021,0.862
Sit Next To Me,Foster The People,0.117,0.638,243147,0.738,0.000384,6,0.689,-4.976,0,0.0292,97.021,0.657
Paramedic!,SOB X RBE,0.177,0.856,219307,0.652,0,1,0.193,-5.324,1,0.143,97.017,0.471
In My Room,Graham Coxon,0.29,0.686,228707,0.684,0.0861,6,0.24,-7.632,0,0.0275,97.016,0.596
"Hey, Soul Sister",Train,0.185,0.673,216773,0.886,0,1,0.0826,-4.44,0,0.0431,97.012,0.795
Love Me,The 1975,0.00745,0.621,222040,0.802,0.0000267,10,0.597,-3.285,0,0.04,97.012,0.887
If You Only Knew,Shinedown,0.000347,0.449,226640,0.956,0,9,0.325,-4.011,0,0.0398,97.011,0.321
Love Story (Tendu 1),Nate Fifield,0.995,0.713,173282,0.21,0.907,5,0.139,-19.44,1,0.0554,97.009,0.199
Ballin',Mustard Featuring Roddy Ricch,0.392,0.809,180435,0.545,0,7,0.151,-6.678,1,0.0735,97.008,0.244
I'm A Mess,Bebe Rexha,0.00281,0.63,195519,0.694,0,11,0.0719,-6.257,0,0.0253,97.005,0.216
Tornado,Little Big Town,0.0459,0.739,223573,0.696,0.0000961,3,0.107,-5.149,0,0.0247,97.004,0.492
Filthy,Justin Timberlake,0.0354,0.745,293947,0.579,0.0118,1,0.246,-5.771,1,0.138,97.002,0.645
Don't,Bryson Tiller,0.222,0.765,198293,0.356,0,11,0.0963,-5.556,0,0.196,97.001,0.19
Right Back,Khalid Featuring A Boogie Wit da Hoodie,0.0933,0.786,255000,0.428,0.0000011,5,0.156,-10.011,0,0.31,97.001,0.556
"Sophie Calle Private Game/Every Person Is A Pussy, Every Pussy Is A Star!",of Montreal,0.024,0.703,488840,0.719,0.0000135,6,0.238,-6.257,0,0.0277,97,0.466
Metal Mind,Kap Kap,0.00399,0.626,338467,0.591,0.765,6,0.163,-8.438,0,0.0383,97,0.458
Wildfire,John Mayer,0.15,0.719,253493,0.665,0.00092,8,0.144,-8.589,1,0.0331,96.999,0.763
Mayores,Becky G Featuring Bad Bunny,0.145,0.745,203187,0.836,0.00314,5,0.116,-4.336,0,0.0444,96.993,0.874
Losin Control,Russ,0.515,0.759,237507,0.245,0.000154,6,0.102,-6.545,1,0.138,96.992,0.209
R.I.P.,Young Jeezy Featuring 2 Chainz,0.0158,0.827,199973,0.492,0,11,0.111,-9.338,1,0.265,96.991,0.485
R.I.P.,Jeezy,0.0158,0.827,199973,0.492,0,11,0.111,-9.338,1,0.265,96.991,0.485
Get Your Shine On,Florida Georgia Line,0.00286,0.497,222013,0.927,0.00000126,0,0.413,-4.52,1,0.0371,96.991,0.607
Hip Hop & Love,Murs,0.484,0.887,182933,0.772,0.0000185,10,0.11,-6.127,0,0.22,96.99,0.79
Cranes In The Sky,Solange,0.408,0.719,250973,0.615,0.000147,6,0.235,-5.972,1,0.045,96.988,0.465
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,0.126,0.783,186373,0.662,0,7,0.101,-6.124,1,0.0415,96.987,0.523
Stay A Little Longer,Brothers Osborne,0.0414,0.555,335267,0.89,0.131,6,0.147,-5.533,1,0.0309,96.987,0.513
Smoke A Little Smoke,Eric Church,0.0206,0.77,191333,0.641,0.00023,10,0.106,-6.077,0,0.035,96.98,0.639
Boyfriend,Justin Bieber,0.0358,0.717,171333,0.55,0.00196,10,0.126,-6.019,0,0.0521,96.976,0.332
Na Na,Trey Songz,0.328,0.67,231907,0.476,0,9,0.104,-6.253,0,0.0406,96.975,0.235
Who Booty,Jonn Hart Featuring IamSU!,0.0971,0.686,189613,0.541,0,4,0.423,-6.643,0,0.0356,96.965,0.237
Bye-Ya,Thelonious Monk,0.431,0.517,581138,0.404,0.000086,1,0.63,-13.924,1,0.0441,96.961,0.615
This Is War,Crossface,0.0445,0.482,146013,0.987,0.535,7,0.345,-4.179,1,0.0545,96.952,0.325
Clouds,Zach Sobiech,0.151,0.659,179627,0.64,0.00477,2,0.109,-6.544,1,0.0263,96.935,0.211
D & G,DaVido,0.0877,0.525,172500,0.567,0,0,0.0774,-7.263,0,0.176,96.926,0.685
All The Stars,Kendrick Lamar & SZA,0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.946,1,0.0597,96.924,0.552
Nothings Into Somethings,Drake,0.332,0.766,153725,0.234,0.00156,11,0.358,-7.544,0,0.159,96.882,0.256
Can't Help Falling in Love,The Once,0.285,0.277,183253,0.441,0.00000535,0,0.0763,-9.054,1,0.0364,96.848,0.135
Make It Rain,Ed Sheeran,0.791,0.618,404480,0.239,0,8,0.1,-8.371,0,0.0274,96.846,0.327
Window,Nana Grizol,0.538,0.54,227867,0.384,0.0000448,4,0.155,-9.135,1,0.0352,96.814,0.664
"Disciples of the Watch - Live @ Paramount Theatre, Huntington, New York",Testament,0.0000552,0.165,449493,0.977,0.54,1,0.879,-8.826,1,0.133,96.78,0.0522
"Disciples Of The Watch - Live @ Paramount Theatre, Huntington, New York",Testament,0.0000552,0.165,449493,0.977,0.54,1,0.879,-8.826,1,0.133,96.78,0.0522
"Red Hook - Live At The Jazz Standard, New York / 2017",Jakob Bro,0.959,0.283,514933,0.228,0.922,4,0.67,-23.451,0,0.042,96.769,0.152
Song of the Islands,The Polynesians,0.988,0.514,166200,0.0595,0.43,0,0.0825,-23.434,1,0.03,96.744,0.205
Nobody's Fault But Mine,Darrell Mansfield,0.0443,0.234,181800,0.915,0.00203,9,0.352,-1.803,1,0.07,96.738,0.438
"Cello Suite No. 5 in C Minor, BWV 1011: IV. Sarabande",Johann Sebastian Bach,0.892,0.175,170173,0.00603,0.927,0,0.098,-32.587,1,0.0495,96.644,0.109
I Wanna Fly,Black Dawn,0.00137,0.363,336671,0.977,0.00386,11,0.233,-4.431,1,0.148,96.635,0.381
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0.799,0.834,150267,0.372,0,1,0.275,-11.99,1,0.0358,96.628,0.976
Monster,STARSET,0.00135,0.374,256802,0.87,0.00000316,1,0.0641,-6.782,0,0.0512,96.616,0.302
"D.N.R. (Do Not Resuscitate) - Live @ Paramount Theatre, Huntington, New York",Testament,0.00000928,0.186,263187,0.934,0.0335,1,0.719,-8.287,1,0.0854,96.611,0.0449
Freaks,French Montana Featuring Nicki Minaj,0.0499,0.771,181920,0.895,0,9,0.571,-4.805,1,0.253,96.576,0.771
I Just Wanna Be Good,Cate le Bon,0.543,0.624,181069,0.407,0.0129,7,0.0971,-8.087,1,0.0243,96.527,0.709
Heart Attack,Toxik,0.000152,0.19,228587,0.971,0.845,9,0.0548,-5.581,1,0.224,96.523,0.115
Professor Trap,Joey Trap,0.0286,0.84,127414,0.679,0,1,0.0819,-6.728,1,0.157,96.521,0.399
Crystal Eyes,Mark Farner,0.0639,0.62,236307,0.748,0.0000865,2,0.141,-8.726,1,0.0298,96.52,0.628
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",0.542,0.903,417920,0.675,0.0000128,11,0.0595,-3.445,0,0.214,96.507,0.442
Good Form,Nicki Minaj Featuring Lil Wayne,0.113,0.88,199400,0.775,0.00264,7,0.0943,-5.133,1,0.0952,96.507,0.284
Mad Butcher,Destruction,0.00000147,0.415,225267,0.997,0.836,2,0.158,-3.031,1,0.0708,96.49,0.558
O Little Town Of Bethlehem,Sister Rosetta Tharpe,0.444,0.432,146022,0.351,0,7,0.121,-8.225,1,0.0379,96.486,0.484
All Bad,Justin Bieber,0.018,0.696,182747,0.419,0.0008,9,0.212,-8.198,1,0.0256,96.482,0.353
We All Float Down Here,Four Year Strong,0.000116,0.522,187561,0.996,0.0000105,10,0.252,-4.316,0,0.186,96.477,0.138
Spirit Operator,Self Defense Family,0.39,0.286,137253,0.429,0.00808,2,0.435,-12.184,1,0.0287,96.473,0.388
"Copenhagen - Live At The Jazz Standard, New York / 2017",Jakob Bro,0.912,0.394,316133,0.0831,0.945,11,0.691,-29.198,1,0.0342,96.425,0.298
Undecided,Chris Brown,0.172,0.441,187298,0.527,0,3,0.233,-5.318,1,0.0966,96.37,0.589
Numero,Apulanta,0.000299,0.577,320893,0.858,0.0899,10,0.557,-6.711,0,0.139,96.347,0.612
Small and Simple,The Okee Dokee Brothers,0.638,0.684,87387,0.131,0.00668,1,0.101,-16.962,0,0.0511,96.345,0.311
Sitting on the Roof of S.F.A.I.,Wes Leslie,0.796,0.685,207000,0.305,0.00533,5,0.103,-9.389,1,0.0268,96.18,0.385
Round Trip,Ornette Coleman,0.153,0.4,378667,0.388,0.0028,5,0.0689,-17.732,0,0.0651,96.168,0.552
Variation 15,Benjamin Wallfisch,0.675,0.121,351640,0.186,0.942,3,0.102,-17.361,1,0.0427,96.161,0.0321
Johanna - Remastered Studio,The Stooges,0.0937,0.273,274416,0.928,0.0174,5,0.57,-3.49,0,0.0515,96.148,0.616
"The Heaven Ladder, Book 7: Simone's Lullaby (arr. E.-M. Zimmermann for piano 4 hands)",Terry Riley,0.993,0.371,343147,0.00373,0.553,11,0.0681,-39.064,0,0.0518,96.147,0.132
